formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C9H11N3O4	[M + H3N + H]+	C9H15N4O4+	Amino acids and Peptides	0.998	Small peptides	0.999	Aminoacids	0.993	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.991	Amino acids and derivatives	0.991	Histidine and derivatives	0.678	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	243.109	29	0.486	836967639055968164	836967449993512135	836967449993512134	16	
1	C6H11N3O3	[M - H2O + H]+	C6H10N3O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Histidine and derivatives	0.995	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	156.077	29	0.487	836967632298943834	836967450060621003	836967450056426698	17	
1	C7H16N2	[M + H3N + H]+	C7H20N3+	Alkaloids	0.997	Ornithine alkaloids	0.998	Polyamines	1.000	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.996	Secondary amines	0.687	Dialkylamines	0.698	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	146.165	29	0.488	836967629098689831	836967449930597571	836967449930597570	15	
1	C7H4Cl2N2O4	[M + Na]+	C7H4Cl2N2NaO4+	Alkaloids	0.417	Phenolic acids (C6-C1)	0.036	Simple phenolic acids	0.047	Benzenoids	0.997	Benzene and substituted derivatives	0.986	Nitrobenzenes	0.989			Nitrobenzenes	0.989	Organic compounds; Halobenzenes; Nitrobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	272.944	29	0.489	836967639232128974	836967450312279259	836967450308084954	21	
1	C6H14N2O2	[M + Na]+	C6H14N2NaO2+	Amino acids and Peptides	0.996	Small peptides	0.995	Aminoacids	0.993	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Alpha amino acids	0.899	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	169.095	30	0.494	836967632542213482	836967451440547111	836967451440547110	40	
2	C5H8N10O6	[M + Na]+	C5H8N10NaO6+	Alkaloids	0.463	Pseudoalkaloids (transamidation)	0.643	Purine alkaloids	0.763	Organic acids and derivatives	0.907	Vinylogous amides	0.550					Vinylogous amides	0.550	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Primary amines; Organic 1,3-dipolar compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	327.051	30	0.498	836967634563868255	836967450253558999	836967450253558998	20	
2	C5H7N3O4	[M + H3N + H]+	C5H11N4O4+	Amino acids and Peptides	0.991	Small peptides	0.988	Aminoacids	0.991	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.814	Amino acids and derivatives	0.811	Alpha amino acids	0.645	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191.077	30	0.498	836967635750856346	836967450190644435	836967450186450130	19	
5	C16H12ClF3N2O3	[M + Na]+	C16H12ClF3N2NaO3+	Alkaloids	0.863	Tryptophan alkaloids	0.421	Carboline alkaloids	0.077	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.714	Amino acids and derivatives	0.716	Alpha amino acids and derivatives	0.594	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Aryl chlorides; Aryl fluorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	395.039	30	0.498	836967645817186592	836967450547160299	836967450547160298	25	
3	C4H8N4O4	[M + H]+	C4H9N4O4+	Amino acids and Peptides	0.993	Small peptides	0.994	Aminoacids	0.993	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.954	Amino acids and derivatives	0.953	Alpha amino acids	0.745	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	177.061	30	0.498	836967634446427707	836967450123535567	836967450123535566	18	
5	C7H10F4N4O2S	[M + Na]+	C7H10F4N4NaO2S+	Amino acids and Peptides	0.824	Small peptides	0.439	Aminoacids	0.511	Organoheterocyclic compounds	0.896	Azoles	0.612					Azoles	0.612	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Organofluorides; Alkyl halides; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	313.036	30	0.498	836967637613127432	836967450375193823	836967450370999518	22	
4	C20H17Cl2F3N2O4S	[M + Na]+	C20H17Cl2F3N2NaO4S+	Amino acids and Peptides	0.639	Small peptides	0.231	Aminoacids	0.069	Benzenoids	0.995	Benzene and substituted derivatives	0.985	Benzenesulfonyl compounds	0.873			Benzenesulfonyl compounds	0.873	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Sulfones; Alkyl fluorides; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	531.014	30	0.500	836967646366640538	836967450492634343	836967450492634342	24	
2	C8H10Cl2O2S2	[M + Na]+	C8H10Cl2NaO2S2+	Fatty acids	0.719	Fatty Acids and Conjugates	0.209	Thia fatty acids	0.253	Benzenoids	0.889	Benzene and substituted derivatives	0.903	Halobenzenes	0.826	Chlorobenzenes	0.834	Chlorobenzenes	0.834	Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	294.939	31	0.509	836967640381368344	836967451226637591	836967451222443286	36	
1	C14H8BrClF2O4S	[M + Na]+	C14H8BrClF2NaO4S+	Shikimates and Phenylpropanoids	0.922	Phenolic acids (C6-C1)	0.213	Chalcones	0.055	Benzenoids	1.000	Benzene and substituted derivatives	0.998	Benzoic acids and derivatives	0.548	Halobenzoic acids and derivatives	0.539	Halobenzoic acids and derivatives	0.539	Organic compounds; Organosulfur compounds; Halobenzenes; Benzoic acids and derivatives; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Sulfones; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Sulfonyls; Carboxylic acids; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Vinyl halides; Halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	446.888	31	0.511	836967686074119644	836967451276969243	836967451276969242	37	
3	C8H10Cl2O8P2S	[M + Na]+	C8H10Cl2NaO8P2S+	Shikimates and Phenylpropanoids	0.284	Coumarins	0.128	Simple coumarins	0.073	Organic acids and derivatives	0.929	Organic thiophosphoric acids and derivatives	0.494	Thiophosphoric acid esters	0.493	Thiophosphate triesters	0.532	Thiophosphate triesters	0.532	Organic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Vinyl chlorides; Aryl halides; Thiophosphate triesters; Chloroalkenes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	420.885	32	0.525	836967722749116398	836967451545404719	836967451545404718	42	
1	C5H7N5O4	[M + H3N + H]+	C5H11N6O4+	Alkaloids	0.705	Small peptides	0.344	Aminoacids	0.383	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.817	Amino acids and derivatives	0.814	Alpha amino acids and derivatives	0.645	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	219.083	32	0.528	836967638259050298	836967451700593979	836967451700593978	45	
5	C4H7Cl2O3PS	[M - H2O + H]+	C4H6Cl2O2PS+	Fatty acids	0.570	Fatty Acids and Conjugates	0.123	Halogenated fatty acids	0.357	Organosulfur compounds	0.912	Sulfenyl compounds	0.775					Sulfenyl compounds	0.775	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organophosphorus compounds; Alkyl chlorides; Organochlorides; Alkyl halides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	218.920	32	0.533	836967649545923223	836967451847394631	836967451847394630	48	
1	C8H7BrCl2O4S2	[M + Na]+	C8H7BrCl2NaO4S2+	Polyketides	0.324	Phenolic acids (C6-C1)	0.048	Simple phenolic acids	0.023	Benzenoids	0.672	Benzene and substituted derivatives	0.860	Benzenesulfonyl compounds	0.820			Benzenesulfonyl compounds	0.820	Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Sulfones; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Sulfonyls; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Vinyl halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Chemical entities	402.824	32	0.540	836969453499332591	836967452094858587	836967452094858586	53	
2	C10H7BrCl4O2	[M + Na]+	C10H7BrCl4NaO2+	Polyketides	0.546	Aromatic polyketides	0.252	Simple aromatic polyketides	0.194	Benzenoids	0.820	Benzene and substituted derivatives	0.846	Halobenzenes	0.911	Bromobenzenes	0.720	Bromobenzenes	0.720	Organic compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	400.827	32	0.541	836967691023398633	836967452044526935	836967452040332630	52	
4	C10H18N6O6	[M + H3N + H]+	C10H22N7O6+	Carbohydrates	0.959	Nucleosides	0.947	Purine nucleosides	0.416	Organic oxygen compounds	1.000	Organooxygen compounds	0.995	Carbohydrates and carbohydrate conjugates	0.761	Glycosyl compounds	0.507	Glycosylamines	0.676	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Guanidines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.162	32	0.541	836967662216916505	836967451994195283	836967451990000978	51	
1	C6H14N4O2	[M + Na]+	C6H14N4NaO2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	L-alpha-amino acids	0.578	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	197.101	33	0.544	836967633343325597	836967451943863631	836967451943863630	50	
