"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C9H11N3O4"	"[M + H3N + H]+"	"C9H15N4O4+"	"Amino acids and Peptides"	0.998	"Small peptides"	0.999	"Aminoacids"	0.993	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.991	"Amino acids and derivatives"	0.991	"Histidine and derivatives"	0.678	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	243.109	29	0.486	836967639055968128	836967449993512192	836967449993512192	16	NA	16
1	"C6H11N3O3"	"[M - H2O + H]+"	"C6H10N3O2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	1	"Amino acids and derivatives"	1	"Histidine and derivatives"	0.995	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	156.077	29	0.487	836967632298943872	836967450060621056	836967450056426752	17	NA	17
1	"C7H16N2"	"[M + H3N + H]+"	"C7H20N3+"	"Alkaloids"	0.997	"Ornithine alkaloids"	0.998	"Polyamines"	1	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	1	"Amines"	0.996	"Secondary amines"	0.687	"Dialkylamines"	0.698	"Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	146.165	29	0.488	836967629098689792	836967449930597632	836967449930597632	15	NA	15
1	"C7H4Cl2N2O4"	"[M + Na]+"	"C7H4Cl2N2NaO4+"	"Alkaloids"	0.417	"Phenolic acids (C6-C1)"	0.036	"Simple phenolic acids"	0.047	"Benzenoids"	0.997	"Benzene and substituted derivatives"	0.986	"Nitrobenzenes"	0.989	NA	NA	"Nitrobenzenes"	0.989	"Organic compounds; Halobenzenes; Nitrobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	272.944	29	0.489	836967639232129024	836967450312279296	836967450308084992	21	NA	21
1	"C6H14N2O2"	"[M + Na]+"	"C6H14N2NaO2+"	"Amino acids and Peptides"	0.996	"Small peptides"	0.995	"Aminoacids"	0.993	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.994	"Amino acids and derivatives"	0.994	"Alpha amino acids"	0.899	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	169.095	30	0.494	836967632542213504	836967451440547072	836967451440547072	40	NA	40
2	"C5H8N10O6"	"[M + Na]+"	"C5H8N10NaO6+"	"Alkaloids"	0.463	"Pseudoalkaloids (transamidation)"	0.643	"Purine alkaloids"	0.763	"Organic acids and derivatives"	0.907	"Vinylogous amides"	0.55	NA	NA	NA	NA	"Vinylogous amides"	0.55	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Primary amines; Organic 1,3-dipolar compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	327.051	30	0.498	836967634563868288	836967450253559040	836967450253559040	20	NA	20
2	"C5H7N3O4"	"[M + H3N + H]+"	"C5H11N4O4+"	"Amino acids and Peptides"	0.991	"Small peptides"	0.988	"Aminoacids"	0.991	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.993	"Amino acids, peptides, and analogues"	0.814	"Amino acids and derivatives"	0.811	"Alpha amino acids"	0.645	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	191.077	30	0.498	836967635750856320	836967450190644480	836967450186450176	19	NA	19
5	"C16H12ClF3N2O3"	"[M + Na]+"	"C16H12ClF3N2NaO3+"	"Alkaloids"	0.863	"Tryptophan alkaloids"	0.421	"Carboline alkaloids"	0.077	"Organic acids and derivatives"	0.994	"Carboxylic acids and derivatives"	0.991	"Amino acids, peptides, and analogues"	0.714	"Amino acids and derivatives"	0.716	"Alpha amino acids and derivatives"	0.594	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Aryl chlorides; Aryl fluorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	395.039	30	0.498	836967645817186560	836967450547160320	836967450547160320	25	NA	25
3	"C4H8N4O4"	"[M + H]+"	"C4H9N4O4+"	"Amino acids and Peptides"	0.993	"Small peptides"	0.994	"Aminoacids"	0.993	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.994	"Amino acids, peptides, and analogues"	0.954	"Amino acids and derivatives"	0.953	"Alpha amino acids"	0.745	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	177.061	30	0.498	836967634446427648	836967450123535616	836967450123535616	18	NA	18
5	"C7H10F4N4O2S"	"[M + Na]+"	"C7H10F4N4NaO2S+"	"Amino acids and Peptides"	0.824	"Small peptides"	0.439	"Aminoacids"	0.511	"Organoheterocyclic compounds"	0.896	"Azoles"	0.612	NA	NA	NA	NA	"Azoles"	0.612	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Organofluorides; Alkyl halides; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	313.036	30	0.498	836967637613127424	836967450375193856	8.36967450371e+17	22	NA	22
4	"C20H17Cl2F3N2O4S"	"[M + Na]+"	"C20H17Cl2F3N2NaO4S+"	"Amino acids and Peptides"	0.639	"Small peptides"	0.231	"Aminoacids"	0.069	"Benzenoids"	0.995	"Benzene and substituted derivatives"	0.985	"Benzenesulfonyl compounds"	0.873	NA	NA	"Benzenesulfonyl compounds"	0.873	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Sulfones; Alkyl fluorides; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	531.014	30	0.5	836967646366640512	836967450492634368	836967450492634368	24	NA	24
2	"C8H10Cl2O2S2"	"[M + Na]+"	"C8H10Cl2NaO2S2+"	"Fatty acids"	0.719	"Fatty Acids and Conjugates"	0.209	"Thia fatty acids"	0.253	"Benzenoids"	0.889	"Benzene and substituted derivatives"	0.903	"Halobenzenes"	0.826	"Chlorobenzenes"	0.834	"Chlorobenzenes"	0.834	"Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	294.939	31	0.509	836967640381368320	836967451226637568	836967451222443264	36	NA	36
1	"C14H8BrClF2O4S"	"[M + Na]+"	"C14H8BrClF2NaO4S+"	"Shikimates and Phenylpropanoids"	0.922	"Phenolic acids (C6-C1)"	0.213	"Chalcones"	0.055	"Benzenoids"	1	"Benzene and substituted derivatives"	0.998	"Benzoic acids and derivatives"	0.548	"Halobenzoic acids and derivatives"	0.539	"Halobenzoic acids and derivatives"	0.539	"Organic compounds; Organosulfur compounds; Halobenzenes; Benzoic acids and derivatives; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Sulfones; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Sulfonyls; Carboxylic acids; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Vinyl halides; Halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	446.888	31	0.511	836967686074119680	836967451276969216	836967451276969216	37	NA	37
3	"C8H10Cl2O8P2S"	"[M + Na]+"	"C8H10Cl2NaO8P2S+"	"Shikimates and Phenylpropanoids"	0.284	"Coumarins"	0.128	"Simple coumarins"	0.073	"Organic acids and derivatives"	0.929	"Organic thiophosphoric acids and derivatives"	0.494	"Thiophosphoric acid esters"	0.493	"Thiophosphate triesters"	0.532	"Thiophosphate triesters"	0.532	"Organic compounds; Organosulfur compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Vinyl chlorides; Aryl halides; Thiophosphate triesters; Chloroalkenes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	420.885	32	0.525	836967722749116416	836967451545404672	836967451545404672	42	NA	42
1	"C5H7N5O4"	"[M + H3N + H]+"	"C5H11N6O4+"	"Alkaloids"	0.705	"Small peptides"	0.344	"Aminoacids"	0.383	"Organic acids and derivatives"	0.994	"Carboxylic acids and derivatives"	0.982	"Amino acids, peptides, and analogues"	0.817	"Amino acids and derivatives"	0.814	"Alpha amino acids and derivatives"	0.645	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	219.083	32	0.528	836967638259050240	836967451700593920	836967451700593920	45	NA	45
5	"C4H7Cl2O3PS"	"[M - H2O + H]+"	"C4H6Cl2O2PS+"	"Fatty acids"	0.57	"Fatty Acids and Conjugates"	0.123	"Halogenated fatty acids"	0.357	"Organosulfur compounds"	0.912	"Sulfenyl compounds"	0.775	NA	NA	NA	NA	"Sulfenyl compounds"	0.775	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organophosphorus compounds; Alkyl chlorides; Organochlorides; Alkyl halides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	218.92	32	0.533	836967649545923200	836967451847394688	836967451847394688	48	NA	48
1	"C8H7BrCl2O4S2"	"[M + Na]+"	"C8H7BrCl2NaO4S2+"	"Polyketides"	0.324	"Phenolic acids (C6-C1)"	0.048	"Simple phenolic acids"	0.023	"Benzenoids"	0.672	"Benzene and substituted derivatives"	0.86	"Benzenesulfonyl compounds"	0.82	NA	NA	"Benzenesulfonyl compounds"	0.82	"Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Sulfones; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Sulfonyls; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Vinyl halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Chemical entities"	402.824	32	0.54	836969453499332608	836967452094858624	836967452094858624	53	NA	53
2	"C10H7BrCl4O2"	"[M + Na]+"	"C10H7BrCl4NaO2+"	"Polyketides"	0.546	"Aromatic polyketides"	0.252	"Simple aromatic polyketides"	0.194	"Benzenoids"	0.82	"Benzene and substituted derivatives"	0.846	"Halobenzenes"	0.911	"Bromobenzenes"	0.72	"Bromobenzenes"	0.72	"Organic compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Aryl bromides; Aryl chlorides; Bromobenzenes; Chlorobenzenes; Organobromides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	400.827	32	0.541	836967691023398656	836967452044526976	836967452040332672	52	NA	52
